ApprovalDate;Brand;Model;Type;LicensePlate;Mileage;CompanyName;DriverName;DriveDate;DriveDistance
02/11/2019 22:09:27;Audi;Sedan;Van;L-48929 CO;189314;Beatty Group;Aaron Larkin;12/12/2022 03:30:26;32
28/10/2020 06:39:08;Ford;Minivan;Van;L-38929 EX;40937;Barrows LLC;Marco Pollich;13/12/2022 15:28:29;20
07/01/2020 22:05:33;Audi;Sedan;Van;L-40929 SO;142818;Nikolaus - Armstrong;Frank Gleason;08/03/2023 00:09:41;50
24/07/2019 11:17:14;Lamborghini;Minivan;Van;L-22929 VO;93672;Rogahn, Bogisich and Johnston;Annette Pfeffer;12/11/2022 13:19:36;41
22/11/2022 08:39:47;Jeep;Extended Cab Pickup;Business;L-11929 ES;110122;Ryan, Renner and Friesen;Lillian Schneider;22/07/2022 11:33:45;28
23/08/2020 03:52:46;Ferrari;SUV;Van;L-37929 TE;130701;Hermiston - Grant;Fredrick Anderson;10/01/2023 14:27:52;36
05/09/2021 08:55:11;Volvo;Hatchback;Premium;L-20929 CO;203714;Ryan, Renner and Friesen;Paula Brown;20/03/2023 21:59:57;18
22/11/2022 08:39:47;Jeep;Extended Cab Pickup;Business;L-11929 ES;110122;Ryan, Renner and Friesen;Lillian Schneider;26/01/2023 18:51:30;15
29/08/2018 13:01:35;Volvo;Minivan;Business;L-17929 RE;150350;Beahan, Koepp and Bayer;Lester Hoeger;23/07/2022 13:50:08;42
28/10/2020 06:39:08;Ford;Minivan;Van;L-38929 EX;40937;Barrows LLC;Henry Gutmann;26/10/2022 16:23:51;36
16/08/2020 20:15:36;Jeep;Wagon;Premium;L-51929 A;78192;Nikolaus - Armstrong;Lamar Kiehn;08/12/2022 14:30:46;12
05/09/2021 08:55:11;Volvo;Hatchback;Premium;L-20929 CO;203714;Ryan, Renner and Friesen;Craig Grimes;26/08/2022 20:12:45;38
26/05/2022 00:47:56;Smart;Coupe;Business;L-16929 ID;31976;Ryan, Renner and Friesen;Jasmine Douglas;28/06/2022 09:02:22;14
28/10/2020 06:39:08;Ford;Minivan;Van;L-38929 EX;40937;Barrows LLC;Angelica Barrows;03/01/2023 20:10:29;5
29/11/2019 01:51:20;Toyota;Passenger Van;Van;L-21929 RE;178674;Powlowski, Senger and Schiller;Delbert Hegmann;24/07/2022 02:44:59;43
24/07/2019 11:17:14;Lamborghini;Minivan;Van;L-22929 VO;93672;Rogahn, Bogisich and Johnston;Annette Pfeffer;16/03/2023 22:46:58;54
24/07/2020 10:08:20;Jeep;Minivan;Van;L-41929 EX;98316;Nikolaus - Armstrong;Lionel Mosciski;27/06/2022 20:23:47;7
18/02/2021 15:05:06;Jeep;Cargo Van;Premium;L-26929 AU;31144;Ryan, Renner and Friesen;Sarah McClure;28/03/2023 04:03:57;14
13/02/2019 21:54:58;Ferrari;Coupe;Premium;L-19929 EX;7590;Ryan, Renner and Friesen;Ken Jast;06/04/2023 03:15:10;37
17/11/2020 00:06:17;Land Rover;Minivan;GreenCab;L-42929 QU;48940;Beatty Group;Lila Collins;31/01/2023 04:05:12;36
10/04/2022 23:53:59;Rolls Royce;Cargo Van;GreenCab;L-47929 LA;316;Kemmer - Nolan;Frances Pouros;27/01/2023 00:52:12;41
02/03/2019 22:47:21;Volkswagen;Extended Cab Pickup;Van;L-13929 EO;9011;Ryan, Renner and Friesen;Geraldine Turner;21/10/2022 09:05:20;28
13/02/2020 02:18:43;Honda;Convertible;Business;L-18929 AU;45482;Beatty Group;Vivian Ledner;17/11/2022 07:46:52;33
11/04/2021 02:40:40;Fiat;Hatchback;GreenCab;L-28929 AL;118824;Kemmer - Nolan;Edmond Runolfsdottir;18/08/2022 12:47:50;40
10/04/2022 23:53:59;Rolls Royce;Cargo Van;GreenCab;L-47929 LA;316;Kemmer - Nolan;Frances Pouros;30/08/2022 06:31:07;49
26/01/2022 13:11:01;Aston Martin;Passenger Van;Van;L-5929 CO;170258;Hermiston - Grant;Maria Simonis;23/06/2022 08:15:02;5
15/02/2019 11:23:06;Toyota;Extended Cab Pickup;Premium;L-25929 QU;43150;Bednar - Upton;Hope Crona;06/11/2022 12:37:39;9
01/05/2022 04:43:28;Kia;Coupe;Van;L-39929 PO;130912;Ryan, Renner and Friesen;Alfred Huels;31/07/2022 17:50:12;21
02/03/2019 22:47:21;Volkswagen;Extended Cab Pickup;Van;L-13929 EO;9011;Ryan, Renner and Friesen;Geraldine Turner;26/08/2022 18:59:11;39
03/04/2022 22:13:44;Dodge;Convertible;Premium;L-15929 PE;147714;Nikolaus - Armstrong;Tricia Quitzon;21/03/2023 23:12:35;44
30/09/2022 17:46:55;Chrysler;Sedan;Business;L-6929 LI;180966;Goyette - Rodriguez;Shawn Conn;20/12/2022 23:45:31;28
29/11/2019 01:51:20;Toyota;Passenger Van;Van;L-21929 RE;178674;Powlowski, Senger and Schiller;Austin Murphy;14/09/2022 10:59:44;46
29/08/2018 13:01:35;Volvo;Minivan;Business;L-17929 RE;150350;Beahan, Koepp and Bayer;Emanuel Wolff;28/08/2022 11:57:03;5
01/05/2022 04:43:28;Kia;Coupe;Van;L-39929 PO;130912;Ryan, Renner and Friesen;Sean Mayert;06/02/2023 01:09:57;30
28/10/2020 06:39:08;Ford;Minivan;Van;L-38929 EX;40937;Barrows LLC;Marco Pollich;18/10/2022 05:51:09;33
22/11/2022 08:39:47;Jeep;Extended Cab Pickup;Business;L-11929 ES;110122;Ryan, Renner and Friesen;Lillian Schneider;01/09/2022 14:23:23;53
17/11/2020 00:06:17;Land Rover;Minivan;GreenCab;L-42929 QU;48940;Beatty Group;Jennie O'Reilly;07/10/2022 04:31:34;39
10/01/2022 08:16:47;Ford;Extended Cab Pickup;Premium;L-3929 FU;23600;Jakubowski, Lueilwitz and Tromp;Opal Reinger;17/03/2023 00:53:07;34
10/04/2022 23:53:59;Rolls Royce;Cargo Van;GreenCab;L-47929 LA;316;Kemmer - Nolan;Frances Pouros;06/08/2022 22:59:07;24
19/11/2021 10:28:42;Mazda;Extended Cab Pickup;Van;L-27929 AL;146029;Wintheiser - Padberg;Beth Bashirian;19/10/2022 12:37:01;5
05/09/2021 08:55:11;Volvo;Hatchback;Premium;L-20929 CO;203714;Ryan, Renner and Friesen;Craig Grimes;12/10/2022 03:41:42;49
13/09/2021 03:26:39;Tesla;Convertible;Van;L-44929 TE;176374;Wintheiser - Padberg;Jerry Thompson;13/10/2022 03:01:11;39
30/09/2022 17:46:55;Chrysler;Sedan;Business;L-6929 LI;180966;Goyette - Rodriguez;Shawn Conn;05/11/2022 10:20:03;20
29/11/2019 01:51:20;Toyota;Passenger Van;Van;L-21929 RE;178674;Powlowski, Senger and Schiller;Jack VonRueden;22/07/2022 21:37:12;50
28/04/2021 10:13:17;Chevrolet;Coupe;GreenCab;L-32929 PR;185118;Funk Group;Joy Gleichner;30/01/2023 02:07:41;50
17/08/2022 01:03:36;Aston Martin;Sedan;Business;L-29929 PL;97463;Kemmer - Nolan;Angel Fritsch;09/01/2023 05:20:46;29
16/05/2020 15:48:58;Fiat;Extended Cab Pickup;Business;L-24929 AU;136146;Auer - Streich;Roxanne Mitchell;11/12/2022 06:20:08;43
13/09/2021 03:26:39;Tesla;Convertible;Van;L-44929 TE;176374;Wintheiser - Padberg;Marie Buckridge;09/01/2023 06:22:07;48
14/01/2022 18:27:00;Nissan;Passenger Van;Premium;L-46929 VO;2384;Kemmer - Nolan;Brian Tremblay;24/03/2023 18:10:31;16
19/10/2020 22:33:21;Bugatti;Convertible;Business;L-43929 NO;170404;Weber, Kling and Cassin;Wm Marks;03/04/2023 04:54:40;28
26/05/2018 11:38:05;Bugatti;Passenger Van;Premium;L-9929 AU;122007;Ryan, Renner and Friesen;Charlotte Kuphal;18/10/2022 08:30:43;15
13/02/2019 21:54:58;Ferrari;Coupe;Premium;L-19929 EX;7590;Ryan, Renner and Friesen;Dave Homenick;21/02/2023 11:52:31;28
01/05/2022 04:43:28;Kia;Coupe;Van;L-39929 PO;130912;Ryan, Renner and Friesen;Alfred Huels;06/02/2023 01:09:57;30
29/11/2019 01:51:20;Toyota;Passenger Van;Van;L-21929 RE;178674;Powlowski, Senger and Schiller;Jack VonRueden;14/09/2022 10:59:44;46
07/01/2020 22:05:33;Audi;Sedan;Van;L-40929 SO;142818;Nikolaus - Armstrong;Nora Reinger;18/12/2022 20:31:09;21
16/05/2020 15:48:58;Fiat;Extended Cab Pickup;Business;L-24929 AU;136146;Auer - Streich;Daisy Turner;11/12/2022 02:14:30;47
18/02/2021 15:05:06;Jeep;Cargo Van;Premium;L-26929 AU;31144;Ryan, Renner and Friesen;Armando Erdman;22/09/2022 06:04:15;43
23/08/2020 03:52:46;Ferrari;SUV;Van;L-37929 TE;130701;Hermiston - Grant;Fredrick Anderson;25/10/2022 18:58:50;18
10/01/2022 08:16:47;Ford;Extended Cab Pickup;Premium;L-3929 FU;23600;Jakubowski, Lueilwitz and Tromp;Opal Reinger;06/03/2023 22:09:35;43
29/11/2019 01:51:20;Toyota;Passenger Van;Van;L-21929 RE;178674;Powlowski, Senger and Schiller;Jack VonRueden;18/03/2023 14:04:30;13
15/02/2019 11:23:06;Toyota;Extended Cab Pickup;Premium;L-25929 QU;43150;Bednar - Upton;Jacquelyn Klocko;06/11/2022 12:37:39;9
24/07/2019 11:17:14;Lamborghini;Minivan;Van;L-22929 VO;93672;Rogahn, Bogisich and Johnston;George Gerlach;01/11/2022 11:59:12;40
11/04/2021 02:40:40;Fiat;Hatchback;GreenCab;L-28929 AL;118824;Kemmer - Nolan;Ramiro Kulas;31/03/2023 19:26:36;24
26/01/2022 13:11:01;Aston Martin;Passenger Van;Van;L-5929 CO;170258;Hermiston - Grant;Lucia Bartell;06/09/2022 08:10:34;11
13/10/2021 03:43:16;Dodge;Crew Cab Pickup;Premium;L-8929 AU;142298;Jakubowski, Lueilwitz and Tromp;Elvira Smitham;17/11/2022 01:42:22;31
02/03/2019 22:47:21;Volkswagen;Extended Cab Pickup;Van;L-13929 EO;9011;Ryan, Renner and Friesen;Nichole Ziemann;26/08/2022 18:59:11;39
26/05/2018 11:38:05;Bugatti;Passenger Van;Premium;L-9929 AU;122007;Ryan, Renner and Friesen;Charlotte Kuphal;04/11/2022 09:10:02;6
02/03/2019 22:47:21;Volkswagen;Extended Cab Pickup;Van;L-13929 EO;9011;Ryan, Renner and Friesen;Oscar Stamm;03/09/2022 09:11:17;39
15/02/2019 11:23:06;Toyota;Extended Cab Pickup;Premium;L-25929 QU;43150;Bednar - Upton;Hope Crona;01/09/2022 08:09:11;14
16/08/2020 20:15:36;Jeep;Wagon;Premium;L-51929 A;78192;Nikolaus - Armstrong;Lamar Kiehn;08/01/2023 02:34:11;14
05/06/2022 18:56:03;Lamborghini;Crew Cab Pickup;Business;L-35929 IL;79048;Weber, Kling and Cassin;Doyle Greenfelder;15/12/2022 21:36:57;7
28/10/2020 06:39:08;Ford;Minivan;Van;L-38929 EX;40937;Barrows LLC;Angelica Barrows;20/08/2022 02:15:52;30
19/10/2020 22:33:21;Bugatti;Convertible;Business;L-43929 NO;170404;Weber, Kling and Cassin;Wm Marks;23/09/2022 15:47:23;9
13/09/2021 04:43:35;Dodge;Extended Cab Pickup;Premium;L-14929 PO;194167;Barrows and Sons;Carla Dicki;06/09/2022 22:37:20;22
13/02/2020 02:18:43;Honda;Convertible;Business;L-18929 AU;45482;Beatty Group;Pauline Hyatt;04/11/2022 09:04:15;17
26/05/2018 11:38:05;Bugatti;Passenger Van;Premium;L-9929 AU;122007;Ryan, Renner and Friesen;Charlotte Kuphal;15/08/2022 15:13:56;14
14/01/2022 18:27:00;Nissan;Passenger Van;Premium;L-46929 VO;2384;Kemmer - Nolan;Angel Greenfelder;21/10/2022 07:21:57;20
05/01/2022 07:43:25;Ford;Coupe;Business;L-50929 ET;53624;Barrows and Sons;Ginger Krajcik;29/07/2022 23:58:17;8
03/04/2022 22:13:44;Dodge;Convertible;Premium;L-15929 PE;147714;Nikolaus - Armstrong;Timmy Bashirian;07/08/2022 12:00:43;24
17/11/2020 00:06:17;Land Rover;Minivan;GreenCab;L-42929 QU;48940;Beatty Group;Lila Collins;25/01/2023 18:46:49;6
15/02/2019 11:23:06;Toyota;Extended Cab Pickup;Premium;L-25929 QU;43150;Bednar - Upton;Rolando West;19/07/2022 00:23:32;22
06/01/2021 01:42:50;Dodge;Minivan;Premium;L-30929 EL;115015;Barrows LLC;Hazel Gerhold;30/12/2022 03:28:34;7
21/09/2018 02:04:15;Jaguar;Coupe;GreenCab;L-31929 UT;109750;Beatty Group;Jerald Streich;07/01/2023 10:14:35;6
05/06/2022 18:56:03;Lamborghini;Crew Cab Pickup;Business;L-35929 IL;79048;Weber, Kling and Cassin;Doyle Greenfelder;30/01/2023 14:32:20;50
11/04/2021 02:40:40;Fiat;Hatchback;GreenCab;L-28929 AL;118824;Kemmer - Nolan;Ramiro Kulas;09/07/2022 14:37:57;25
10/06/2020 02:01:12;Jaguar;Coupe;GreenCab;L-7929 QU;199633;O'Keefe, Mayer and Koelpin;Meghan Pollich;11/09/2022 01:55:31;23
05/01/2022 07:43:25;Ford;Coupe;Business;L-50929 ET;53624;Barrows and Sons;Lynn Gerlach;20/11/2022 12:27:40;34
22/11/2022 08:39:47;Jeep;Extended Cab Pickup;Business;L-11929 ES;110122;Ryan, Renner and Friesen;Eddie Howell;23/02/2023 17:06:14;33
11/04/2021 02:40:40;Fiat;Hatchback;GreenCab;L-28929 AL;118824;Kemmer - Nolan;Brooke Turcotte;29/06/2022 12:42:44;37
05/01/2022 07:43:25;Ford;Coupe;Business;L-50929 ET;53624;Barrows and Sons;Cynthia Rodriguez;20/11/2022 12:27:40;34
01/05/2022 04:43:28;Kia;Coupe;Van;L-39929 PO;130912;Ryan, Renner and Friesen;Wayne Reichert;31/07/2022 17:50:12;21
07/02/2023 23:02:14;Nissan;Cargo Van;Van;L-52929 HI;4392;Jakubowski, Lueilwitz and Tromp;Marilyn Stokes;29/12/2022 08:24:09;26
28/04/2021 10:13:17;Chevrolet;Coupe;GreenCab;L-32929 PR;185118;Funk Group;Freddie Lowe;01/03/2023 10:17:52;48
23/08/2020 03:52:46;Ferrari;SUV;Van;L-37929 TE;130701;Hermiston - Grant;Fredrick Anderson;14/12/2022 07:17:03;54
28/10/2020 06:39:08;Ford;Minivan;Van;L-38929 EX;40937;Barrows LLC;Marco Pollich;28/02/2023 01:03:28;17
13/02/2020 02:18:43;Honda;Convertible;Business;L-18929 AU;45482;Beatty Group;Antonia Russel;16/12/2022 01:11:48;54
31/07/2020 19:50:28;Smart;Extended Cab Pickup;Business;L-23929 EV;10128;Barrows and Sons;Nicholas Marks;29/07/2022 08:32:40;6
13/10/2021 03:43:16;Dodge;Crew Cab Pickup;Premium;L-8929 AU;142298;Jakubowski, Lueilwitz and Tromp;Joey Torp;02/12/2022 03:26:46;36
11/04/2021 02:40:40;Fiat;Hatchback;GreenCab;L-28929 AL;118824;Kemmer - Nolan;Edmond Runolfsdottir;09/04/2023 22:58:50;39
15/02/2019 11:23:06;Toyota;Extended Cab Pickup;Premium;L-25929 QU;43150;Bednar - Upton;Rolando West;13/12/2022 08:30:00;15
30/09/2022 17:46:55;Chrysler;Sedan;Business;L-6929 LI;180966;Goyette - Rodriguez;Shawn Conn;17/11/2022 06:00:37;48
28/10/2020 06:39:08;Ford;Minivan;Van;L-38929 EX;40937;Barrows LLC;Angelica Barrows;23/03/2023 16:46:42;41
07/02/2023 23:02:14;Nissan;Cargo Van;Van;L-52929 HI;4392;Jakubowski, Lueilwitz and Tromp;Gerard Weissnat;29/12/2022 16:37:28;52
01/05/2022 04:43:28;Kia;Coupe;Van;L-39929 PO;130912;Ryan, Renner and Friesen;Alfred Huels;16/11/2022 09:27:51;47
17/11/2020 00:06:17;Land Rover;Minivan;GreenCab;L-42929 QU;48940;Beatty Group;Jennie O'Reilly;31/01/2023 04:05:12;36
18/05/2018 14:36:32;Dodge;SUV;Business;L-45929 AU;45280;Hermiston - Grant;Raul Nicolas;12/09/2022 14:31:10;43
13/09/2021 03:26:39;Tesla;Convertible;Van;L-44929 TE;176374;Wintheiser - Padberg;Jerry Thompson;22/08/2022 06:10:24;25
07/02/2023 23:02:14;Nissan;Cargo Van;Van;L-52929 HI;4392;Jakubowski, Lueilwitz and Tromp;Gerard Weissnat;29/12/2022 08:24:09;26
19/10/2020 22:33:21;Bugatti;Convertible;Business;L-43929 NO;170404;Weber, Kling and Cassin;Sherman Stark;28/07/2022 18:59:48;36
13/09/2021 04:43:35;Dodge;Extended Cab Pickup;Premium;L-14929 PO;194167;Barrows and Sons;Ross Abernathy;04/03/2023 03:58:30;23
13/02/2020 02:18:43;Honda;Convertible;Business;L-18929 AU;45482;Beatty Group;Vivian Ledner;16/12/2022 01:11:48;54
10/01/2022 08:16:47;Ford;Extended Cab Pickup;Premium;L-3929 FU;23600;Jakubowski, Lueilwitz and Tromp;Opal Reinger;25/08/2022 22:39:35;28
16/08/2020 20:15:36;Jeep;Wagon;Premium;L-51929 A;78192;Nikolaus - Armstrong;Lamar Kiehn;22/02/2023 03:47:00;41
07/02/2023 23:02:14;Nissan;Cargo Van;Van;L-52929 HI;4392;Jakubowski, Lueilwitz and Tromp;Marilyn Stokes;11/09/2022 07:33:15;17
26/05/2018 11:38:05;Bugatti;Passenger Van;Premium;L-9929 AU;122007;Ryan, Renner and Friesen;Kathy Streich;21/10/2022 04:20:56;55
09/04/2022 00:15:20;Chrysler;Coupe;Premium;L-34929 ET;78555;Bednar - Upton;Brett Balistreri;01/03/2023 17:52:09;38
18/07/2020 04:33:30;Lamborghini;Extended Cab Pickup;Van;L-4929 IN;147714;Auer - Streich;Brian Hessel;26/02/2023 22:35:18;5
24/07/2020 10:08:20;Jeep;Minivan;Van;L-41929 EX;98316;Nikolaus - Armstrong;Lionel Mosciski;08/08/2022 15:37:17;46
02/11/2019 22:09:27;Audi;Sedan;Van;L-48929 CO;189314;Beatty Group;Aaron Larkin;26/08/2022 22:58:16;45
26/05/2018 11:38:05;Bugatti;Passenger Van;Premium;L-9929 AU;122007;Ryan, Renner and Friesen;Charlotte Kuphal;16/10/2022 03:02:18;27
13/09/2021 03:26:39;Tesla;Convertible;Van;L-44929 TE;176374;Wintheiser - Padberg;Belinda Stehr;05/03/2023 21:42:46;16
04/05/2022 20:47:21;Mazda;Wagon;Van;L-10929 DO;5163;Nikolaus - Armstrong;Kerry Marvin;18/06/2022 21:48:07;36
18/07/2020 04:33:30;Lamborghini;Extended Cab Pickup;Van;L-4929 IN;147714;Auer - Streich;Brian Hessel;05/11/2022 15:50:29;38
30/09/2022 17:46:55;Chrysler;Sedan;Business;L-6929 LI;180966;Goyette - Rodriguez;Donnie Welch;27/10/2022 01:37:39;30
15/02/2019 11:23:06;Toyota;Extended Cab Pickup;Premium;L-25929 QU;43150;Bednar - Upton;Rolando West;30/08/2022 21:55:53;38
13/09/2021 03:26:39;Tesla;Convertible;Van;L-44929 TE;176374;Wintheiser - Padberg;Belinda Stehr;03/09/2022 10:19:11;31
07/01/2020 22:05:33;Audi;Sedan;Van;L-40929 SO;142818;Nikolaus - Armstrong;Frank Gleason;25/11/2022 14:35:17;15
13/10/2021 03:43:16;Dodge;Crew Cab Pickup;Premium;L-8929 AU;142298;Jakubowski, Lueilwitz and Tromp;Elvira Smitham;01/12/2022 16:24:06;31
11/04/2021 02:40:40;Fiat;Hatchback;GreenCab;L-28929 AL;118824;Kemmer - Nolan;Ramiro Kulas;31/01/2023 04:57:13;10
14/01/2022 18:27:00;Nissan;Passenger Van;Premium;L-46929 VO;2384;Kemmer - Nolan;Tracy Zboncak;15/02/2023 13:36:21;39
18/02/2021 15:05:06;Jeep;Cargo Van;Premium;L-26929 AU;31144;Ryan, Renner and Friesen;Armando Erdman;08/01/2023 12:26:18;16
28/10/2020 06:39:08;Ford;Minivan;Van;L-38929 EX;40937;Barrows LLC;Marco Pollich;18/08/2022 18:07:02;16
19/11/2021 10:28:42;Mazda;Extended Cab Pickup;Van;L-27929 AL;146029;Wintheiser - Padberg;Olive Carter;09/07/2022 19:59:41;21
17/11/2020 00:06:17;Land Rover;Minivan;GreenCab;L-42929 QU;48940;Beatty Group;Andres Weimann;07/10/2022 04:31:34;39
29/11/2019 01:51:20;Toyota;Passenger Van;Van;L-21929 RE;178674;Powlowski, Senger and Schiller;Delbert Hegmann;22/07/2022 21:37:12;50
03/04/2022 22:13:44;Dodge;Convertible;Premium;L-15929 PE;147714;Nikolaus - Armstrong;Tricia Quitzon;30/03/2023 22:08:23;22
04/05/2022 20:47:21;Mazda;Wagon;Van;L-10929 DO;5163;Nikolaus - Armstrong;Bernard Kutch;09/12/2022 22:23:31;20
24/07/2019 11:17:14;Lamborghini;Minivan;Van;L-22929 VO;93672;Rogahn, Bogisich and Johnston;Annette Pfeffer;08/03/2023 10:02:06;16
01/05/2022 04:43:28;Kia;Coupe;Van;L-39929 PO;130912;Ryan, Renner and Friesen;Alfred Huels;24/03/2023 10:10:32;39
29/08/2018 13:01:35;Volvo;Minivan;Business;L-17929 RE;150350;Beahan, Koepp and Bayer;Emanuel Wolff;12/10/2022 00:30:36;34
22/11/2022 08:39:47;Jeep;Extended Cab Pickup;Business;L-11929 ES;110122;Ryan, Renner and Friesen;Mike Steuber;22/07/2022 11:33:45;28
11/04/2021 02:40:40;Fiat;Hatchback;GreenCab;L-28929 AL;118824;Kemmer - Nolan;Brooke Turcotte;31/03/2023 19:26:36;24
14/03/2020 12:49:05;BMW;Wagon;GreenCab;L-12929 DO;118003;Volkman, Gibson and Crona;Daniel Lebsack;11/08/2022 02:54:00;29
05/01/2022 07:43:25;Ford;Coupe;Business;L-50929 ET;53624;Barrows and Sons;Ginger Krajcik;13/08/2022 00:08:32;54
16/05/2020 15:48:58;Fiat;Extended Cab Pickup;Business;L-24929 AU;136146;Auer - Streich;Daisy Turner;29/07/2022 14:10:54;26
10/06/2020 02:01:12;Jaguar;Coupe;GreenCab;L-7929 QU;199633;O'Keefe, Mayer and Koelpin;Meghan Pollich;14/01/2023 03:56:51;35
30/09/2022 17:46:55;Chrysler;Sedan;Business;L-6929 LI;180966;Goyette - Rodriguez;Donnie Welch;12/10/2022 19:16:40;48
10/04/2022 23:53:59;Rolls Royce;Cargo Van;GreenCab;L-47929 LA;316;Kemmer - Nolan;Frances Pouros;17/03/2023 18:03:17;7
03/04/2022 22:13:44;Dodge;Convertible;Premium;L-15929 PE;147714;Nikolaus - Armstrong;Tricia Quitzon;12/12/2022 00:48:37;28
06/01/2021 01:42:50;Dodge;Minivan;Premium;L-30929 EL;115015;Barrows LLC;Ed Balistreri;09/04/2023 04:45:18;48
02/03/2019 22:47:21;Volkswagen;Extended Cab Pickup;Van;L-13929 EO;9011;Ryan, Renner and Friesen;Oscar Stamm;10/09/2022 22:53:45;50
22/04/2018 17:03:37;Volvo;Extended Cab Pickup;Business;L-36929 ES;173823;Rogahn, Bogisich and Johnston;Peggy Kohler;10/03/2023 15:07:36;27
01/05/2022 04:43:28;Kia;Coupe;Van;L-39929 PO;130912;Ryan, Renner and Friesen;Sean Mayert;08/07/2022 11:26:47;41
18/02/2021 15:05:06;Jeep;Cargo Van;Premium;L-26929 AU;31144;Ryan, Renner and Friesen;Sarah McClure;21/02/2023 04:48:14;24
13/02/2019 21:54:58;Ferrari;Coupe;Premium;L-19929 EX;7590;Ryan, Renner and Friesen;Ken Jast;24/07/2022 18:44:05;35
13/02/2019 21:54:58;Ferrari;Coupe;Premium;L-19929 EX;7590;Ryan, Renner and Friesen;Johnathan Moore;12/09/2022 22:12:54;50
26/05/2018 11:38:05;Bugatti;Passenger Van;Premium;L-9929 AU;122007;Ryan, Renner and Friesen;Charlotte Kuphal;19/01/2023 20:32:55;50
26/01/2022 13:11:01;Aston Martin;Passenger Van;Van;L-5929 CO;170258;Hermiston - Grant;Maria Simonis;27/08/2022 08:01:17;27
22/11/2022 08:39:47;Jeep;Extended Cab Pickup;Business;L-11929 ES;110122;Ryan, Renner and Friesen;Eddie Howell;21/07/2022 19:51:16;11
10/06/2020 02:01:12;Jaguar;Coupe;GreenCab;L-7929 QU;199633;O'Keefe, Mayer and Koelpin;Nadine Graham;25/07/2022 02:28:50;54
31/07/2020 19:50:28;Smart;Extended Cab Pickup;Business;L-23929 EV;10128;Barrows and Sons;Nicholas Marks;04/02/2023 06:48:56;17
30/09/2022 17:46:55;Chrysler;Sedan;Business;L-6929 LI;180966;Goyette - Rodriguez;Shawn Conn;12/10/2022 19:16:40;48
13/09/2021 04:43:35;Dodge;Extended Cab Pickup;Premium;L-14929 PO;194167;Barrows and Sons;Carla Dicki;20/12/2022 16:09:06;37
11/04/2021 02:40:40;Fiat;Hatchback;GreenCab;L-28929 AL;118824;Kemmer - Nolan;Edmond Runolfsdottir;29/06/2022 12:42:44;37
13/02/2020 02:18:43;Honda;Convertible;Business;L-18929 AU;45482;Beatty Group;Vivian Ledner;06/04/2023 10:32:30;32
14/03/2020 12:49:05;BMW;Wagon;GreenCab;L-12929 DO;118003;Volkman, Gibson and Crona;Daniel Lebsack;17/10/2022 18:38:54;13
14/03/2020 12:49:05;BMW;Wagon;GreenCab;L-12929 DO;118003;Volkman, Gibson and Crona;Daniel Lebsack;07/12/2022 15:03:20;20
01/05/2022 04:43:28;Kia;Coupe;Van;L-39929 PO;130912;Ryan, Renner and Friesen;Sean Mayert;24/03/2023 10:10:32;39
10/04/2022 23:53:59;Rolls Royce;Cargo Van;GreenCab;L-47929 LA;316;Kemmer - Nolan;Eunice Balistreri;13/09/2022 22:21:27;53
28/10/2020 06:39:08;Ford;Minivan;Van;L-38929 EX;40937;Barrows LLC;Marco Pollich;09/01/2023 00:45:38;10
10/04/2022 23:53:59;Rolls Royce;Cargo Van;GreenCab;L-47929 LA;316;Kemmer - Nolan;Eunice Balistreri;01/12/2022 01:46:40;50
19/11/2021 10:28:42;Mazda;Extended Cab Pickup;Van;L-27929 AL;146029;Wintheiser - Padberg;Earnest Von;09/07/2022 19:59:41;21
17/08/2022 01:03:36;Aston Martin;Sedan;Business;L-29929 PL;97463;Kemmer - Nolan;Angel Fritsch;15/11/2022 13:07:52;9
31/07/2020 19:50:28;Smart;Extended Cab Pickup;Business;L-23929 EV;10128;Barrows and Sons;Kirk Schowalter;06/10/2022 15:57:28;43
02/03/2019 22:47:21;Volkswagen;Extended Cab Pickup;Van;L-13929 EO;9011;Ryan, Renner and Friesen;Nichole Ziemann;03/09/2022 09:11:17;39
23/08/2020 03:52:46;Ferrari;SUV;Van;L-37929 TE;130701;Hermiston - Grant;Mercedes Schumm;10/01/2023 14:27:52;36
07/01/2020 22:05:33;Audi;Sedan;Van;L-40929 SO;142818;Nikolaus - Armstrong;Lucas McDermott;03/09/2022 13:17:37;48
22/04/2018 17:03:37;Volvo;Extended Cab Pickup;Business;L-36929 ES;173823;Rogahn, Bogisich and Johnston;Alicia Kilback;10/03/2023 15:07:36;27
04/05/2022 20:47:21;Mazda;Wagon;Van;L-10929 DO;5163;Nikolaus - Armstrong;Aaron Harber;27/08/2022 13:41:40;48
03/04/2022 22:13:44;Dodge;Convertible;Premium;L-15929 PE;147714;Nikolaus - Armstrong;Timmy Bashirian;01/09/2022 08:19:35;28
23/08/2020 03:52:46;Ferrari;SUV;Van;L-37929 TE;130701;Hermiston - Grant;Jodi Runolfsson;01/01/2023 13:26:42;42
29/08/2018 13:01:35;Volvo;Minivan;Business;L-17929 RE;150350;Beahan, Koepp and Bayer;Clara Medhurst;28/08/2022 11:57:03;5
19/10/2020 22:33:21;Bugatti;Convertible;Business;L-43929 NO;170404;Weber, Kling and Cassin;Inez Smith;29/11/2022 16:25:59;11
